Id,SalePrice
1461,114134.3008
1462,156366.2309
1463,192582.6327
1464,190710.7324
1465,188881.7034
1466,173465.6729
1467,174878.2077
1468,176838.0627
1469,183669.3712
1470,120622.9867
1471,200074.242
1472,99285.74967
1473,98938.48105
1474,154241.9293
1475,123188.1292
1476,392874.5439
1477,263442.7155
1478,283974.7558
1479,270261.6605
1480,479134.538
1481,326704.5995
1482,210639.8341
1483,162800.1205
1484,168747.2999
1485,172470.0074
1486,192700.763
1487,347361.2337
1488,249045.8141
1489,203167.5931
1490,221767.819
1491,187609.236
1492,80455.13501
1493,188443.4121
1494,296246.044
1495,294547.6048
1496,235754.7372
1497,176460.1942
1498,161824.4628
1499,160133.4391
1500,150425.4192
1501,171534.523
1502,143912.9117
1503,325716.8615
1504,246410.4484
1505,238574.0075
1506,175004.5034
1507,246474.8455
1508,184875.0895
1509,167797.7589
1510,146494.6106
1511,143971.5276
1512,167705.4502
1513,139644.63
1514,173691.9629
1515,189675.7669
1516,168293.7661
1517,161978.2463
1518,133561.0298
1519,223866.4037
1520,133670.1063
1521,133253.395
1522,181023.0244
1523,114213.0243
1524,123909.4537
1525,126511.1816
1526,119105.4087
1527,103070.5539
1528,138233.4893
1529,151899.8753
1530,169979.5117
1531,91870.81945
1532,90661.35539
1533,134310.5541
1534,126841.5914
1535,164510.6754
1536,106699.0328
1537,67205.79482
1538,165152.8195
1539,196780.4918
1540,80829.97776
1541,163270.1436
1542,145681.1218
1543,237873.3608
1544,70122.57018
1545,113691.5018
1546,127740.0244
1547,143166.5881
1548,129042.567
1549,119447.3435
1550,145436.1125
1551,116720.7486
1552,117811.1174
1553,159778.9221
1554,108046.8909
1555,170397.2828
1556,78199.33407
1557,109038.1361
1558,94813.87331
1559,72755.82664
1560,131796.185
1561,123920.444
1562,127084.6018
1563,124219.5628
1564,154489.397
1565,157699.8212
1566,263412.5686
1567,70719.87797
1568,233477.6773
1569,126338.1666
1570,127163.5257
1571,117598.2878
1572,138565.0425
1573,253395.086
1574,111850.1293
1575,238362.2786
1576,223136.5869
1577,194142.6906
1578,164874.4333
1579,144711.0063
1580,193547.241
1581,148291.1472
1582,130144.7372
1583,332348.5899
1584,232816.8638
1585,143069.5451
1586,70620.67045
1587,102513.3524
1588,145114.9641
1589,97964.9346
1590,130200.7255
1591,96667.12955
1592,124113.9369
1593,130011.6292
1594,134079.8089
1595,108196.095
1596,232932.1266
1597,198303.2455
1598,201791.1859
1599,183105.6948
1600,177763.9834
1601,74921.80501
1602,105837.8037
1603,71902.98392
1604,265768.8419
1605,260537.2036
1606,165762.5299
1607,157080.3638
1608,213217.3219
1609,195667.2366
1610,157993.0615
1611,137196.8637
1612,156672.0816
1613,158800.924
1614,112261.5582
1615,84638.99712
1616,74149.42727
1617,89036.01471
1618,123979.7844
1619,140499.5595
1620,158537.327
1621,136213.3404
1622,144364.8849
1623,265452.969
1624,208567.3545
1625,123382.2437
1626,178038.1533
1627,187367.8519
1628,266186.8673
1629,179400.6449
1630,351285.5907
1631,221096.4969
1632,224384.5158
1633,162471.9252
1634,185718.1841
1635,181338.3613
1636,153390.8319
1637,175153.4391
1638,195458.7258
1639,185775.9324
1640,267829.282
1641,175180.6686
1642,216464.1214
1643,231887.3024
1644,239437.1907
1645,201854.1246
1646,153218.8973
1647,163845.2441
1648,131646.3213
1649,133871.0346
1650,114784.8758
1651,121714.1686
1652,100483.7894
1653,99834.92831
1654,149123.0502
1655,148669.7907
1656,151452.3298
1657,149366.7208
1658,149038.3142
1659,128853.8011
1660,151801.4004
1661,459221.8317
1662,452069.0591
1663,413901.3701
1664,269672.8478
1665,307670.1664
1666,329827.9668
1667,323872.0068
1668,330948.0842
1669,304392.0933
1670,372031.7737
1671,248582.6286
1672,418271.4084
1673,298793.1336
1674,259031.6327
1675,179342.9969
1676,178198.6776
1677,215608.8984
1678,414787.6906
1679,349530.8398
1680,330440.9615
1681,269308.4129
1682,312829.8546
1683,165848.5496
1684,177011.0093
1685,172748.0383
1686,167841.4512
1687,159243.7579
1688,188307.0588
1689,189315.4172
1690,201137.7473
1691,178660.8424
1692,263119.3189
1693,159311.3529
1694,189664.733
1695,169334.7489
1696,286030.913
1697,172187.4975
1698,393482.736
1699,332196.1708
1700,247891.8291
1701,258208.8441
1702,236965.8665
1703,252496.7538
1704,288530.8955
1705,240126.1839
1706,388355.1893
1707,208879.4713
1708,189973.925
1709,304328.8165
1710,235282.3868
1711,227619.1671
1712,267784.8423
1713,266499.0387
1714,215310.5438
1715,200948.8934
1716,190701.2751
1717,176274.6728
1718,127496.0039
1719,200077.2949
1720,257678.9722
1721,170309.391
1722,121240.3438
1723,144896.6069
1724,208494.9655
1725,243575.6823
1726,176372.5392
1727,145065.428
1728,168425.9073
1729,159290.084
1730,157026.8931
1731,127052.9732
1732,134298.002
1733,116782.7667
1734,120107.3545
1735,122244.1599
1736,118149.3364
1737,328105.6085
1738,207721.9348
1739,284929.9137
1740,210174.3035
1741,186169.1333
1742,170176.0967
1743,175686.1006
1744,296201.6913
1745,205247.6739
1746,173466.6655
1747,211141.2282
1748,235097.1196
1749,141569.51
1750,126311.4217
1751,253830.4411
1752,122716.4072
1753,137654.5225
1754,201222.1657
1755,161794.0631
1756,127451.5099
1757,122702.2472
1758,159710.9764
1759,169056.5685
1760,159289.9321
1761,145936.9818
1762,163862.433
1763,169971.0824
1764,105550.0268
1765,146456.0563
1766,196888.4284
1767,216836.853
1768,144249.2825
1769,179116.6897
1770,142460.8128
1771,124897.4857
1772,119929.9436
1773,130849.8802
1774,133519.6398
1775,139804.3987
1776,126753.559
1777,115743.7426
1778,136190.0898
1779,107846.1466
1780,181649.2236
1781,127222.2352
1782,91900.52568
1783,135813.5667
1784,102585.8214
1785,111545.3664
1786,145248.9898
1787,160516.1417
1788,60428.22283
1789,102458.2282
1790,77834.01847
1791,191020.7188
1792,145417.8054
1793,129319.6363
1794,150256.6652
1795,135450.8724
1796,123428.8485
1797,121325.0099
1798,128875.5535
1799,115730.4976
1800,123592.8109
1801,134223.8662
1802,144726.464
1803,149773.9618
1804,142005.8622
1805,144844.9352
1806,112673.5335
1807,133718.0465
1808,130311.6557
1809,123388.0095
1810,140862.4726
1811,87803.72723
1812,102262.0156
1813,115508.4273
1814,93375.08255
1815,57317.74756
1816,88291.24783
1817,108550.9056
1818,143651.8323
1819,113498.4531
1820,56015.77968
1821,101588.2044
1822,144470.5219
1823,47921.06089
1824,141612.18
1825,128739.4463
1826,104727.6313
1827,101987.9491
1828,136129.7085
1829,119800.999
1830,146987.0695
1831,150612.1724
1832,74061.08693
1833,136435.9163
1834,122086.9931
1835,126766.6149
1836,123275.8015
1837,89739.21087
1838,123209.2777
1839,81962.12485
1840,153886.0726
1841,147909.3772
1842,72689.59378
1843,129126.5244
1844,139558.492
1845,133092.1007
1846,146923.4426
1847,145472.0399
1848,59077.34421
1849,117206.3037
1850,117410.1378
1851,152926.2047
1852,122717.3435
1853,123134.5694
1854,175754.4733
1855,134520.0139
1856,222519.4717
1857,150391.2803
1858,131431.559
1859,122663.4034
1860,147803.763
1861,123988.4159
1862,390330.5346
1863,393436.2072
1864,393436.2072
1865,348755.0231
1866,347289.3557
1867,262814.8659
1868,283263.9334
1869,198284.5238
1870,238598.3535
1871,255138.0794
1872,174606.0731
1873,242637.4089
1874,137259.2891
1875,201411.4685
1876,187568.4471
1877,214169.4453
1878,197123.6537
1879,126388.5396
1880,136038.7327
1881,238883.8658
1882,259939.58
1883,186721.4047
1884,201597.8733
1885,260416.2279
1886,293771.3722
1887,206186.6241
1888,295269.8464
1889,153688.0779
1890,108706.7147
1891,137926.0094
