Id,SalePrice
1461,114609.0547
1462,160416.1719
1463,187513.3906
1464,183486.6563
1465,189323.125
1466,176684.125
1467,174679.7813
1468,168008.7656
1469,183282.8125
1470,131315.7813
1471,192267.9375
1472,97224.13281
1473,96936.57813
1474,155096.7031
1475,120821.6406
1476,401947.9688
1477,263217.8125
1478,290391.9063
1479,264116.375
1480,500808.8438
1481,340971
1482,209924.1406
1483,168598.1719
1484,170761.4688
1485,173668.3906
1486,200908.125
1487,391253.9063
1488,224138.1094
1489,208263.0781
1490,220995.7656
1491,192432.5781
1492,83089.47656
1493,201943.2031
1494,318010.9063
1495,292422.9375
1496,230549.3281
1497,181809.9375
1498,161273.1563
1499,162499.2188
1500,152045.9375
1501,164514.3281
1502,147637.7188
1503,319556.8125
1504,238835.875
1505,230101.1875
1506,199672.5156
1507,241677.1094
1508,203307.5313
1509,160313.9531
1510,146325.7031
1511,143184.6094
1512,175983.6875
1513,134192.0781
1514,185450.8594
1515,215782.0625
1516,154173.25
1517,159259.2031
1518,134050.9531
1519,231065.8906
1520,136826.4531
1521,134970.0469
1522,177864.9375
1523,108591.5313
1524,124812.6328
1525,126992.4063
1526,120547.5625
1527,110118.1797
1528,136077.5313
1529,146734.9531
1530,173325.3594
1531,86812.88281
1532,101893.3359
1533,135220.9844
1534,125294.3125
1535,154218.2344
1536,98415.82813
1537,58532.86328
1538,174336.6094
1539,166975.8906
1540,101656.6016
1541,146610.1094
1542,145133.4063
1543,217884.6406
1544,71728.07813
1545,117078.2734
1546,138222.6563
1547,135982.3906
1548,148851.2656
1549,117141.9844
1550,145875.75
1551,133351.5469
1552,152965.0469
1553,171484.0156
1554,112676.6172
1555,162998.4531
1556,83733.02344
1557,97323.07813
1558,96996.40625
1559,85224.14063
1560,142461.6094
1561,142585.6094
1562,126739.6797
1563,122278.6406
1564,159911.9531
1565,149788.625
1566,228371.4375
1567,58952.0625
1568,226999.1563
1569,139576.2969
1570,129873.0781
1571,130383.8203
1572,149334.5781
1573,249726.0156
1574,109905.75
1575,225269.7188
1576,219138.8125
1577,193433.4688
1578,156344.4063
1579,142718.1094
1580,199910.6563
1581,151396.9375
1582,120276.5938
1583,340549.9688
1584,218574.8281
1585,139729.5156
1586,75944.24219
1587,97605.92969
1588,152844.5313
1589,105631.1172
1590,130585.4844
1591,97083.16406
1592,118936.9922
1593,131183.6719
1594,195980.5313
1595,120472.7578
1596,245136.375
1597,180153.8906
1598,198141.7031
1599,189648.8906
1600,173232.2031
1601,77258.35156
1602,114761.5391
1603,88508.55469
1604,283769.1875
1605,221681.625
1606,162818.0625
1607,178620.5156
1608,220986.7031
1609,197047.0625
1610,152036.9688
1611,126177.3203
1612,152552.9531
1613,144743.6406
1614,136291.1719
1615,95899.17188
1616,68218.76563
1617,96373.73438
1618,122947.1875
1619,137392.3438
1620,173875.4531
1621,129068.5156
1622,135688.7344
1623,309794.0938
1624,205291.7031
1625,127763.0938
1626,176942
1627,182694.1094
1628,283170.2188
1629,182969.9688
1630,335318.4688
1631,232469.5313
1632,250641.2813
1633,164783.5
1634,181719.0938
1635,182939.5938
1636,148277.2344
1637,194256.0625
1638,203467.4375
1639,181450.9844
1640,272194.5938
